id,name,description
5029,Sturppy,Budgeting and Forecasting
5030,Style Arcade,"Retail Intelligence, Retail Analytics, Retail Assortment Planning"
5031,Stylus Studio,Text Editor
5032,Sublime Analytics Platform,E-Commerce Analytics
5033,Successeve,"Customer Success, Customer Data Platform (CDP), Lead Scoring"
5034,Sudo Platform,"Decentralized Identity, Business Instant Messaging, Browser, Email, Sensitive Data Discovery, Identity Verification, Cookie Tracking, Data De-Identification, Passwordless Authentication"
5035,Sugar CRM Connector,Genesys AppFoundry Marketplace
5036,Sugar Market,"Marketing Automation, Lead-to-Account Matching and Routing"
5037,SumAll,Social Media Analytics
5038,SunFish Workplaze,"Recruitment Platforms, Absence Management, Time \\u0026 Attendance, Corporate Learning Management Systems, Core HR, Payroll, Performance Management, Human Resource Management Systems"
5039,SunTec AI,Data Labeling Services
5040,Sunbird DCIM,Data Center Infrastructure Management (DCIM)
5041,Suntek Reporting,Data Visualization
5042,Supabase,Vector Database
5043,SuperTables,Other Analytics
5044,Superb AI Suite,"Data Preparation, Data Labeling"
5045,Supermetrics,"ETL Tools, Google Workspace for Marketing, Marketing Analytics, Digital Analytics"
5046,Supertext MT+,Machine Translation
5047,Supervisely Computer Vision Platform,Data Labeling
5048,Supply Chain Management \u0026 Logistics,"Supply Chain Visibility, Transportation Management Systems (TMS)"
5049,SupplyConnect PRO,Catalog Management
5050,SureCloud,"Data Privacy Management, Enterprise Risk Management (ERM), Third Party \\u0026 Supplier Risk Management, IT Risk Management, Regulatory Change Management, Security Compliance, Vendor Security and Privacy Assessment"
5051,SureFox by 42Gears,Browser
5052,SurePay,Integrated Revenue and Customer Management (IRCM) for CSPs
5053,SurveyCTO,"Survey, Data Management Platform (DMP)"
5054,SurveyJS,"Online Form Builder, Survey"
5055,SurveySensum,Survey
5056,Surveyor,"Financial Analytics, Financial Risk Management"
5057,Survio,Survey
5058,Survues,Survey
5059,Sustainability Management Software,Sustainability Management
5060,Swapcard,"Virtual Event Platforms, Event Marketing, Lead Retrieval, Event Networking and Matchmaking, Event Management Platforms, Mobile Event Apps, Event Registration \\u0026 Ticketing"
5061,Sweephy,Machine Learning
5062,SwiftStack Object Storage System,Object Storage Solutions
5063,Switch,Ad Network
5064,Swivl,"Customer Self-Service, Data Labeling, Chatbots"
5065,Swordfish,"Lead Mining, Lead Intelligence, Lead Capture, Sales Intelligence"
5066,Swydo,"Marketing Analytics, Data Visualization, Digital Analytics"
5067,Swyft Mobile,Salesforce AppExchange Apps
5068,Sybill,"Conversation Intelligence, Sales Coaching, AI Sales Assistant"
5069,SydneyEnterprise,Library Management Systems
5070,Sylaps,Video Conferencing
5071,Symantec Data Center Security,Data Center Security Solutions
5072,Symantec Data Loss Prevention,Data Loss Prevention (DLP)
5073,Symantec Endpoint Protection Mobile,Mobile Data Security
5074,Symantec Endpoint Threat Defense for Active Directory,"Cloud Data Security, Cloud File Security"
5075,Symantec Integrated Cyber Defense,"Data Loss Prevention (DLP), Identity and Access Management (IAM), Privileged Access Management (PAM), Antivirus, Endpoint Management, Endpoint Protection Suites, Cloud Workload Protection Platforms, Data Center Security Solutions, Secure Web Gateways, Cloud Access Security Broker (CASB), Zero Trust Networking, Software-Defined Perimeter (SDP), ServiceNow Store Apps, Endpoint Protection Platforms"
5076,Symantec Mail Security for Microsoft Exchange,Email Anti-spam
5077,Symantec Protection Suite Enterprise Edition,"Endpoint Protection Suites, Endpoint Detection \\u0026 Response (EDR), Antivirus, Endpoint Management"
5078,Symantec SASE Framework,Secure Access Service Edge (SASE) Platforms
5079,Symantec Trusted Mobile Device Security Service,Mobile Data Security
5080,Symbl.ai,"AWS Marketplace, Natural Language Understanding (NLU), Conversation Intelligence, Voice Recognition, Transcription"
5081,Sympa,"Core HR, HR Service Delivery, Applicant Tracking Systems (ATS), Onboarding, Performance Management, HR Analytics, Skills Management, Career Management"
5082,Symphony,Predictive Maintenance
5083,Synaptic,"Financial Analytics, Financial Research"
5084,Synatic,API Design
5085,Sync.com,"Cloud Content Collaboration, Virtual Data Room, Online Backup"
5086,SyncApps,"E-Commerce Data Integration, iPaaS, On-Premise Data Integration"
5087,SyncBackPro,Online Backup
5088,SyncDog,"Mobile Data Security, Mobile Device Management (MDM)"
5089,SyncManager,Master Data Management (MDM)
5090,SyncSpider,"iPaaS, E-Commerce Data Integration"
5091,SyncWith,Data Fabric
5092,Syncari,"Embedded Integration Platforms, Data Management Suites, Revenue Operations \\u0026 Intelligence (RO\\u0026I), Lead-to-Account Matching and Routing, iPaaS, Data Quality, Big Data Integration Platforms, Reverse ETL"
5093,Syncfrog,ETL Tools
5094,Syncfusion Essential Studio Enterprise Edition,"Data Visualization Libraries, Component Libraries, JavaScript Web Frameworks, .NET Integrated Development Environments (IDE), Document Generation, Mobile Development Frameworks"
5095,Syncios iOS Data Recovery,File Recovery
5096,Syncrofy,"Transportation Management Systems (TMS), Supplier Relationship Management (SRM), Data Visualization, Electronic Data Interchange (EDI), Supply Chain Planning"
5097,Synder,"E-Commerce Data Integration, Accounts Receivable"
5098,Syndigo,"E-Commerce Analytics, Product Information Management (PIM), Master Data Management (MDM), Digital Asset Management, Catalog Management, Retail Intelligence"
5099,Synergis Adept,"Engineering Document Management, Construction Drawing Management, Product Data Management (PDM), Enterprise Content Management (ECM)"
5100,Synergy Education Platform,"Special Education, Learning Management System (LMS), K-12 Student Information Systems"
5101,Syniti Services,"SAP HANA Resellers, Other Infor Resellers, SAP BusinessObjects Resellers"
5102,Synoptix,Financial Analysis
5103,Synth,Voice Recognition
5104,Synthace,"LIMS, Electronic Lab Notebook (ELN), Scientific Data Management System (SDMS)"
5105,Synthesys,"Text Analysis, Natural Language Understanding (NLU)"
5106,SysCloud,SaaS Backup
5107,SysInfoTools OLM to PST Converter,File Converter
5108,SysTools DBX Converter,"Database Management Systems (DBMS), File Migration, File Converter"
5109,SysTools Exchange EDB Viewer,File Reader
5110,SysTools Exchange to Office 365 Migration,Cloud Migration
5111,SysTools Gmail Backup,Email Backup
5112,SysTools Google Apps Backup,SaaS Backup
5113,SysTools Google Apps to Office 365 Migrator,Cloud Migration
5114,SysTools Google Drive Migrator,"File Migration, Cloud Migration"
5115,SysTools NSF Split,Other Email
5116,SysTools OST Recovery,Other Email
5117,SysTools Office 365 Backup,SaaS Backup
5118,SysTools Office 365 Export,Other Email
5119,SysTools Office 365 Import,File Migration
5120,SysTools Pen Drive Recovery,File Converter
5121,SysTools SQL Log Analyzer,Database Monitoring
5122,SysTools SQL MDF Viewer,File Reader
5123,SysTools SQL Recovery,File Recovery
5124,SysTools Sqlite Database Recovery,File Recovery
5125,SysTools VBA Password Recovery,Data Recovery
5126,Sysdig Monitor,"Container Monitoring, Cloud Infrastructure Monitoring"
5127,SystemLink,"Systems Engineering And MBSE, Data Preparation"
5128,Systools EML to PST Converter,File Converter
5129,TACTQ INSIGHTS,Marketing Strategy
5130,TDS Visitor,Visitor Management
5131,TIBCO Business Works,"Enterprise Service Bus (ESB), iPaaS, AWS Marketplace"
5132,TIBCO Data Fabric,Data Fabric
5133,TIBCO Data Virtualization,Data Virtualization
5134,TIBCO EBX,"Data Governance, Master Data Management (MDM)"
5135,TIBCO MDM,Master Data Management (MDM)
5136,TIBCO Messaging,Message Queue (MQ)
5137,TMate SubGit,On-Premise Data Integration
5138,TPS Engage,Demand Side Platform (DSP)
5139,TRENDRATING,Financial Analytics
5140,TRIYO,Project Collaboration
5141,TROOP,Other Event Management
5142,TURBOARD,Analytics Platforms
5143,TablePlus,"Database Management Systems (DBMS), SQL Integrated Development Environments (IDE)"
5144,Tabula,Other Office
5145,Tabula.io,Other Development
5146,Tada,"Loyalty Management, Customer Advocacy"
5147,Tadabase,"No-Code Development Platforms, Low-Code Development Platforms, Application Development Platforms"
5148,TagSpaces,"Digital Asset Management, Web Content Management"
5149,Taglayer,Customer Journey Analytics
5150,Talend Application Integration,"On-Premise Data Integration, Enterprise Service Bus (ESB)"
5151,Talend Cloud Data Integration,"iPaaS, ETL Tools, Big Data Integration Platforms"
5152,Talend Cloud Data Management,Data Management Suites
5153,Talend Data Catalog,Machine Learning Data Catalog
5154,Talend Data Fabric,"Big Data Integration Platforms, Data Fabric"
5155,Talend Data Integration,"Data Mapping, iPaaS, ETL Tools, On-Premise Data Integration, Data Replication"
5156,Talend Data Inventory,"Master Data Management (MDM), Product Information Management (PIM)"
5157,Talend Data Management Platform,ETL Tools
5158,Talend Data Preparation,Data Preparation
5159,Talend Data Quality,Data Quality
5160,Talend Data Streams,Stream Analytics
5161,Talend MDM,Master Data Management (MDM)
5162,Talend Open Studio,Data Quality
5163,TalentBin,Recruiting Automation
5164,TalentWall,Applicant Tracking Systems (ATS)
5165,Talentspace,"Virtual Event Platforms, Virtual Career Fair Platforms"
5166,Talisman,SaaS Spend Management
5167,TalkingData,Other Digital Advertising
5168,Talligence,Data Visualization
5169,TallyDekho,Tools for ERP
5170,Tanco Global Document Management,Cloud Content Collaboration
5171,Tanzu,"Container Management, Container Registry, Database as a Service (DBaaS)"
5172,TapClicks,Marketing Analytics
5173,TapJoy,App Monetization Platforms
5174,TapOnIt,SMS Marketing
5175,TapResearch,"App Monetization Platforms, Survey"
5176,Tapdata Live Data Platform,Data as a Service (DaaS)
5177,Target Dashboard,Other Analytics
5178,Targit,Analytics Platforms
5179,TaskDrive,Lead Generation Services
5180,TaskRobin.io,Project Management Tools
5181,TaskSuite,"Financial Services CRM, Loan Origination, Loan Servicing, Loan Pricing"
5182,Tata Consultancy Services,"ServiceNow Consulting Services, AWS Consulting Services, Anaplan Partners, Oracle Consulting Services, Robotic Process Automation (RPA) Consultancy Services, IBM Security VARs, IBM Server VARs, Oracle Database Resellers, Oracle Siebel Resellers, Oracle Primavera Resellers, Oracle Hyperion Resellers, Oracle Fusion Applications Resellers, Oracle PeopleSoft Resellers, Oracle JD Edwards EnterpriseOne Resellers, Oracle E-Business Suite Resellers, Oracle Cloud Application Resellers, Pegasystems Consulting, Other Implementation Services, Cloud Consulting, Adobe Consulting Services, Google Consulting Services, IBM Consulting Services, Microsoft Consulting Services, Salesforce Consulting Services, SAP Consulting Services"
5183,Tata WANem,Virtual IT Labs
5184,TaxAdda Practice management software,Accounting Practice Management
5185,Taylor,"Print On Demand, Promotional Product Management, Label Printing, Print Fulfillment Services, Direct Mail Automation"
5186,Tealium Customer Data Hub,"Consent Management Platform (CMP), Data Governance, Identity Resolution, Tag Management Systems, Customer Journey Analytics, Customer Data Platform (CDP), Stream Analytics, E-Commerce Data Integration, Master Data Management (MDM)"
5187,Team Insights,Employee Engagement
5188,Team365 CRM,CRM
5189,TeamDesk,"Low-Code Development Platforms, No-Code Development Platforms"
5190,TeamHaven,Field Sales
5191,TeamMate+,Audit Management
5192,TeamSystem CRM,CRM
5193,Teamcenter,"Medical QMS, Product Data Management (PDM), PLM, Engineering Document Management"
5194,TeamsID,Password Manager
5195,TecArt Business Software,CRM
5196,Tech Data,"IT Strategy Consulting, AWS Consulting Services, IBM Consulting Services"
5197,Tech-Hub,Software Developer Services
5198,TechTarget Contact Data Services,"Lead Mining, Sales Intelligence"
5199,TechWift,Supply Chain Planning
5200,Techlog Wellbore Software Platform,Oil Production
5201,Techtegy,Software Developer Services
5202,Telagus,"Marketing Automation, Live Chat"
5203,Telemetry BI - Mortgage Business Intelligence,Other Finance \\u0026 Insurance
5204,TelemetryDeck,Other Analytics
5205,Telesign Trust Engine,"Identity Verification, Multi-Factor Authentication (MFA), Risk-Based Authentication (RBA), Fraud Detection"
5206,Televerde,"Contact Center Outsourcing Services, Market Research Services, Revenue Operations Services, Lead Generation Services, Marketing Strategy, Outsourced Sales Providers"
5207,Telivy,IT Risk Management
5208,Telmar,Other Digital Advertising
5209,Templarbit Shield,"Runtime Application Self-Protection (RASP), Web Application Firewall (WAF)"
5210,Tempo Timesheets,Time Tracking
5211,Tenable Nessus,"Attack Surface Management, Vulnerability Scanner"
5212,Tencent Cloud Database,"Database as a Service (DBaaS), Relational Databases"
5213,Tender Tiger,Other Government
5214,Tenfold,"Application Development Platforms, Genesys AppFoundry Marketplace, ServiceNow Store Apps, Outbound Call Tracking, Salesforce AppExchange Apps, Call Center Infrastructure (CCI)"
5215,Tengu DataOps platform,Data Fabric
5216,Tenorshare 4DDiG,File Recovery
5217,TensorFlow,Data Science and Machine Learning Platforms
5218,Tenstreet,Trucking
5219,Teradata Vantage,"Data Governance, Customer Journey Analytics, Big Data Processing and Distribution, Big Data Analytics, Analytics Platforms, Master Data Management (MDM), Database Management Systems (DBMS), Relational Databases, Data Warehouse"
5220,Teramind,"Employee Monitoring, Data Loss Prevention (DLP), Insider Threat Management (ITM), User and Entity Behavior Analytics (UEBA)"
